locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOLKDBPD_00346	CDS	600				hypothetical protein
NOLKDBPD_00347	CDS	792				hypothetical protein
NOLKDBPD_00348	CDS	366				hypothetical protein
NOLKDBPD_00349	CDS	906				IS3 family transposase IS2
NOLKDBPD_00350	CDS	207				hypothetical protein
NOLKDBPD_00351	CDS	603				hypothetical protein
NOLKDBPD_00352	CDS	624				hypothetical protein
NOLKDBPD_00353	CDS	1119				hypothetical protein
NOLKDBPD_00354	CDS	735				hypothetical protein
NOLKDBPD_00355	CDS	873	era_1			GTPase Era
NOLKDBPD_00356	CDS	2847	flu_1		COG3468	Antigen 43
NOLKDBPD_00357	CDS	234				hypothetical protein
NOLKDBPD_00358	CDS	819				hypothetical protein
NOLKDBPD_00359	CDS	483	klcA_1			Antirestriction protein KlcA
NOLKDBPD_00360	CDS	477				hypothetical protein
NOLKDBPD_00361	CDS	222				hypothetical protein
NOLKDBPD_00362	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
NOLKDBPD_00363	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
NOLKDBPD_00364	CDS	489				hypothetical protein
NOLKDBPD_00365	CDS	198				hypothetical protein
NOLKDBPD_00366	CDS	570				hypothetical protein
NOLKDBPD_00367	CDS	291				hypothetical protein
NOLKDBPD_00368	CDS	567				hypothetical protein
NOLKDBPD_00369	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
NOLKDBPD_00370	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
NOLKDBPD_00371	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
NOLKDBPD_00372	CDS	450				hypothetical protein
NOLKDBPD_00373	CDS	786				hypothetical protein
NOLKDBPD_00374	CDS	759				hypothetical protein
NOLKDBPD_00375	CDS	918	cbpA		COG2214	Curved DNA-binding protein
NOLKDBPD_00376	CDS	306	cbpM			Chaperone modulatory protein CbpM
NOLKDBPD_00377	CDS	372				hypothetical protein
NOLKDBPD_00378	CDS	957	parM			Plasmid segregation protein ParM
NOLKDBPD_00379	CDS	1404	melB		COG2211	Melibiose carrier protein
NOLKDBPD_00380	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
NOLKDBPD_00381	CDS	939	melR			Melibiose operon regulatory protein
NOLKDBPD_00382	CDS	1503	proP_1			Proline/betaine transporter
NOLKDBPD_00383	CDS	336				hypothetical protein
NOLKDBPD_00384	CDS	435				hypothetical protein
NOLKDBPD_00385	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
NOLKDBPD_00386	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
NOLKDBPD_00387	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
NOLKDBPD_00388	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
NOLKDBPD_00389	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
NOLKDBPD_00390	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
NOLKDBPD_00391	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
NOLKDBPD_00392	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
NOLKDBPD_00393	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
NOLKDBPD_00394	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
NOLKDBPD_00395	CDS	369				hypothetical protein
NOLKDBPD_00396	CDS	2286	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NOLKDBPD_00397	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
NOLKDBPD_00398	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
NOLKDBPD_00399	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
NOLKDBPD_00400	CDS	1008	rbsK_1	2.7.1.15	COG0524	Ribokinase
NOLKDBPD_00401	CDS	918				hypothetical protein
NOLKDBPD_00402	CDS	759				hypothetical protein
NOLKDBPD_00403	CDS	729	ompR_1			Transcriptional regulatory protein OmpR
NOLKDBPD_00404	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
NOLKDBPD_00405	CDS	1680	fdhF_3	1.17.1.9	COG0243	Formate dehydrogenase H
NOLKDBPD_00406	CDS	687				hypothetical protein
NOLKDBPD_00407	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
NOLKDBPD_00408	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NOLKDBPD_00409	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
NOLKDBPD_00410	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
NOLKDBPD_00411	CDS	1098				hypothetical protein
NOLKDBPD_00412	CDS	552				hypothetical protein
NOLKDBPD_00413	CDS	2580	fimD_1		COG3188	Outer membrane usher protein FimD
NOLKDBPD_00414	CDS	690	lpfB			putative fimbrial chaperone LpfB
NOLKDBPD_00415	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
NOLKDBPD_00416	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
NOLKDBPD_00417	CDS	408	cidA			Holin-like protein CidA
NOLKDBPD_00418	CDS	882	oxyR_1			Hydrogen peroxide-inducible genes activator
NOLKDBPD_00419	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
NOLKDBPD_00420	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
NOLKDBPD_00421	CDS	669				hypothetical protein
NOLKDBPD_00422	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
NOLKDBPD_00423	CDS	330	soxS_1			Regulatory protein SoxS
NOLKDBPD_00424	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
NOLKDBPD_00425	CDS	282				hypothetical protein
NOLKDBPD_00426	CDS	858				hypothetical protein
NOLKDBPD_00427	CDS	834				hypothetical protein
NOLKDBPD_00428	CDS	1140				hypothetical protein
NOLKDBPD_00429	CDS	1062	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NOLKDBPD_00430	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
NOLKDBPD_00431	CDS	1014	ccpA_1		COG1609	Catabolite control protein A
NOLKDBPD_00432	CDS	762	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
NOLKDBPD_00433	CDS	354	iraM			Anti-adapter protein IraM
NOLKDBPD_00434	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
NOLKDBPD_00435	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
NOLKDBPD_00436	CDS	369	soxS_2			Regulatory protein SoxS
NOLKDBPD_00437	CDS	2259	fepA_1		COG4771	Ferrienterobactin receptor
NOLKDBPD_00438	CDS	1581	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
NOLKDBPD_00439	CDS	525	ssb		COG0629	Single-stranded DNA-binding protein
NOLKDBPD_00440	CDS	2826	uvrA		COG0178	UvrABC system protein A
NOLKDBPD_00441	CDS	357	yjbR		COG2315	putative protein YjbR
NOLKDBPD_00442	CDS	417				hypothetical protein
NOLKDBPD_00443	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
NOLKDBPD_00444	CDS	1194	tyrB_1	2.6.1.5	COG1448	Tyrosine aminotransferase
NOLKDBPD_00445	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
NOLKDBPD_00446	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
NOLKDBPD_00447	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
NOLKDBPD_00448	CDS	243	pspG			Phage shock protein G
NOLKDBPD_00449	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
NOLKDBPD_00450	CDS	489				hypothetical protein
NOLKDBPD_00451	CDS	516	zur		COG0735	Zinc uptake regulation protein
NOLKDBPD_00452	CDS	210				hypothetical protein
NOLKDBPD_00453	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
NOLKDBPD_00454	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
NOLKDBPD_00455	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
NOLKDBPD_00456	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
NOLKDBPD_00457	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
NOLKDBPD_00458	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
NOLKDBPD_00459	CDS	924				hypothetical protein
NOLKDBPD_00460	CDS	1290	lamB_1		COG4580	Maltoporin
NOLKDBPD_00461	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
NOLKDBPD_00462	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
NOLKDBPD_00463	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
NOLKDBPD_00464	CDS	891	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
NOLKDBPD_00465	CDS	411	psiE		COG3223	Protein PsiE
NOLKDBPD_00466	CDS	1278				hypothetical protein
NOLKDBPD_00467	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
NOLKDBPD_00468	CDS	321				hypothetical protein
NOLKDBPD_00469	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NOLKDBPD_00470	CDS	510				hypothetical protein
NOLKDBPD_00471	CDS	456	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NOLKDBPD_00472	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NOLKDBPD_00473	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
NOLKDBPD_00474	CDS	930	panS		COG0385	Pantothenate precursors transporter PanS
NOLKDBPD_00475	CDS	273				hypothetical protein
NOLKDBPD_00476	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
NOLKDBPD_00477	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
NOLKDBPD_00478	CDS	1632				hypothetical protein
NOLKDBPD_00479	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
NOLKDBPD_00480	CDS	831	iclR		COG1414	Transcriptional repressor IclR
NOLKDBPD_00481	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
NOLKDBPD_00482	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
NOLKDBPD_00483	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
NOLKDBPD_00484	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
NOLKDBPD_00485	CDS	462	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
NOLKDBPD_00486	rRNA	111				5S ribosomal RNA
NOLKDBPD_00487	CDS	1152			COG2826	IS30 family transposase IS30
NOLKDBPD_00488	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
NOLKDBPD_00489	CDS	879				hypothetical protein
NOLKDBPD_00490	CDS	1008				hypothetical protein
NOLKDBPD_00491	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
NOLKDBPD_00492	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
NOLKDBPD_00493	CDS	885	nlpI		COG4785	Lipoprotein NlpI
NOLKDBPD_00494	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
NOLKDBPD_00495	CDS	270	rpsO		COG0184	30S ribosomal protein S15
NOLKDBPD_00496	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
NOLKDBPD_00497	CDS	402	rbfA		COG0858	30S ribosome-binding factor
NOLKDBPD_00498	CDS	2691	infB		COG0532	Translation initiation factor IF-2
NOLKDBPD_00499	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
NOLKDBPD_00500	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
NOLKDBPD_00501	tRNA	77				tRNA-Met(cat)
NOLKDBPD_00502	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
NOLKDBPD_00503	CDS	630	iprA_1			Inhibitor of hydrogen peroxide resistance
NOLKDBPD_00504	CDS	552				hypothetical protein
NOLKDBPD_00505	CDS	402				hypothetical protein
NOLKDBPD_00506	tRNA	87				tRNA-Leu(gag)
NOLKDBPD_00507	CDS	330	secG		COG1314	Protein-export membrane protein SecG
NOLKDBPD_00508	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
NOLKDBPD_00509	CDS	849	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
NOLKDBPD_00510	CDS	1944	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NOLKDBPD_00511	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
NOLKDBPD_00512	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
NOLKDBPD_00513	CDS	477	greA		COG0782	Transcription elongation factor GreA
NOLKDBPD_00514	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NOLKDBPD_00515	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
NOLKDBPD_00516	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
NOLKDBPD_00517	CDS	258	rpmA		COG0211	50S ribosomal protein L27
NOLKDBPD_00518	CDS	312	rplU		COG0261	50S ribosomal protein L21
NOLKDBPD_00519	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NOLKDBPD_00520	CDS	273				hypothetical protein
NOLKDBPD_00521	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NOLKDBPD_00522	CDS	255	ibaG		COG5007	Acid stress protein IbaG
NOLKDBPD_00523	CDS	288	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
NOLKDBPD_00524	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
NOLKDBPD_00525	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
NOLKDBPD_00526	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NOLKDBPD_00527	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
NOLKDBPD_00528	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
NOLKDBPD_00529	CDS	1005	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NOLKDBPD_00530	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NOLKDBPD_00531	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
NOLKDBPD_00532	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
NOLKDBPD_00533	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NOLKDBPD_00534	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
NOLKDBPD_00535	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
NOLKDBPD_00536	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
NOLKDBPD_00537	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
NOLKDBPD_00538	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
NOLKDBPD_00539	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NOLKDBPD_00540	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
NOLKDBPD_00541	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
NOLKDBPD_00542	CDS	1065	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
NOLKDBPD_00543	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
NOLKDBPD_00544	CDS	1284	exuT_2			Hexuronate transporter
NOLKDBPD_00545	CDS	933				hypothetical protein
NOLKDBPD_00546	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
NOLKDBPD_00547	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NOLKDBPD_00548	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NOLKDBPD_00549	CDS	495	sspB		COG2969	Stringent starvation protein B
NOLKDBPD_00550	CDS	639	sspA		COG0625	Stringent starvation protein A
NOLKDBPD_00551	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NOLKDBPD_00552	CDS	429	rplM		COG0102	50S ribosomal protein L13
NOLKDBPD_00553	CDS	1128	zapE_1		COG1485	Cell division protein ZapE
NOLKDBPD_00554	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
NOLKDBPD_00555	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
NOLKDBPD_00556	CDS	351				hypothetical protein
NOLKDBPD_00557	CDS	1014	xerC_1			Tyrosine recombinase XerC
NOLKDBPD_00558	CDS	498				IS1595 family transposase ISSsu9
NOLKDBPD_00559	CDS	780	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
NOLKDBPD_00560	CDS	348	emrE		COG2076	Multidrug transporter EmrE
NOLKDBPD_00561	CDS	840	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
NOLKDBPD_00562	CDS	501				hypothetical protein
NOLKDBPD_00563	CDS	993				hypothetical protein
NOLKDBPD_00564	CDS	441				hypothetical protein
NOLKDBPD_00565	CDS	351				hypothetical protein
NOLKDBPD_00566	CDS	561	hin_1		COG1961	DNA-invertase hin
NOLKDBPD_00567	CDS	2967				Tn3 family transposase TnAs1
NOLKDBPD_00568	CDS	504			COG1662	IS1 family transposase IS1R
NOLKDBPD_00569	CDS	1308				hypothetical protein
NOLKDBPD_00570	CDS	927				hypothetical protein
NOLKDBPD_00571	CDS	345				hypothetical protein
NOLKDBPD_00572	CDS	684				hypothetical protein
NOLKDBPD_00573	CDS	864	era_2			GTPase Era
NOLKDBPD_00574	CDS	828				hypothetical protein
NOLKDBPD_00575	CDS	684				hypothetical protein
NOLKDBPD_00576	CDS	3156	flu_2		COG3468	Antigen 43
NOLKDBPD_00577	CDS	240				hypothetical protein
NOLKDBPD_00578	CDS	459	klcA_2			Antirestriction protein KlcA
NOLKDBPD_00579	CDS	477				hypothetical protein
NOLKDBPD_00580	CDS	228				hypothetical protein
NOLKDBPD_00581	CDS	318	yfjZ			Antitoxin YfjZ
NOLKDBPD_00582	CDS	342	ykfI			Toxin YkfI
NOLKDBPD_00583	CDS	834				hypothetical protein
NOLKDBPD_00584	tRNA	76				tRNA-Met(cat)
NOLKDBPD_00585	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
NOLKDBPD_00586	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
NOLKDBPD_00587	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
NOLKDBPD_00588	CDS	216	rpsU		COG0828	30S ribosomal protein S21
NOLKDBPD_00589	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
NOLKDBPD_00590	CDS	1608				hypothetical protein
NOLKDBPD_00591	CDS	618	ureG			Urease accessory protein UreG
NOLKDBPD_00592	CDS	711	ureF			Urease accessory protein UreF
NOLKDBPD_00593	CDS	477	ureE			Urease accessory protein UreE
NOLKDBPD_00594	CDS	1704	ureC	3.5.1.5		Urease subunit alpha
NOLKDBPD_00595	CDS	321	ureB	3.5.1.5		Urease subunit beta
NOLKDBPD_00596	CDS	303	ureA	3.5.1.5		Urease subunit gamma
NOLKDBPD_00597	CDS	825	ureD			Urease accessory protein UreD
NOLKDBPD_00598	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
NOLKDBPD_00599	CDS	384	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NOLKDBPD_00600	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
NOLKDBPD_00601	CDS	1242	cca		COG0617	Multifunctional CCA protein
NOLKDBPD_00602	CDS	621				hypothetical protein
NOLKDBPD_00603	CDS	1299	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
NOLKDBPD_00604	CDS	2838	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
NOLKDBPD_00605	CDS	1434	hldE		COG2870	Bifunctional protein HldE
NOLKDBPD_00606	CDS	198	glgS_1			Surface composition regulator
NOLKDBPD_00607	CDS	273	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
NOLKDBPD_00608	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
NOLKDBPD_00609	CDS	771	zupT		COG0428	Zinc transporter ZupT
NOLKDBPD_00610	CDS	792	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
NOLKDBPD_00611	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
NOLKDBPD_00612	CDS	672				hypothetical protein
NOLKDBPD_00613	CDS	1470	tolC			Outer membrane protein TolC
NOLKDBPD_00614	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
NOLKDBPD_00615	CDS	423				hypothetical protein
NOLKDBPD_00616	CDS	828	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NOLKDBPD_00617	CDS	576				hypothetical protein
NOLKDBPD_00618	CDS	291				hypothetical protein
NOLKDBPD_00619	CDS	504			COG1662	IS1 family transposase IS1R
NOLKDBPD_00620	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
NOLKDBPD_00621	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
NOLKDBPD_00622	CDS	669	ecpB			putative fimbrial chaperone EcpB
NOLKDBPD_00623	CDS	2526	ecpC			putative outer membrane usher protein EcpC
NOLKDBPD_00624	CDS	1644	ecpD			Fimbria adhesin EcpD
NOLKDBPD_00625	CDS	711	ecpE			putative fimbrial chaperone EcpE
NOLKDBPD_00626	CDS	690	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
NOLKDBPD_00627	CDS	753	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
NOLKDBPD_00628	CDS	819	glnQ_3			Glutamine transport ATP-binding protein GlnQ
NOLKDBPD_00629	CDS	810	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
NOLKDBPD_00630	CDS	171				hypothetical protein
NOLKDBPD_00631	CDS	696	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NOLKDBPD_00632	CDS	783	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NOLKDBPD_00633	CDS	1050				hypothetical protein
NOLKDBPD_00634	CDS	900	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NOLKDBPD_00635	CDS	1137			COG0683	Leu/Ile/Val-binding protein 
NOLKDBPD_00636	CDS	777	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
NOLKDBPD_00637	CDS	1389	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
NOLKDBPD_00638	CDS	1380	yhdG		COG0531	putative amino acid permease YhdG
NOLKDBPD_00639	CDS	1410	rocC		COG0833	Amino-acid permease RocC
NOLKDBPD_00640	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
NOLKDBPD_00641	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
NOLKDBPD_00642	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
NOLKDBPD_00643	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
NOLKDBPD_00644	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
NOLKDBPD_00645	CDS	1719				hypothetical protein
NOLKDBPD_00646	CDS	492	rayT		COG1943	REP-associated tyrosine transposase
NOLKDBPD_00647	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
NOLKDBPD_00648	CDS	1161	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
NOLKDBPD_00649	CDS	534	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
NOLKDBPD_00650	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
NOLKDBPD_00651	CDS	1107				hypothetical protein
NOLKDBPD_00652	CDS	303	yaiY			Inner membrane protein YaiY
NOLKDBPD_00653	CDS	204				hypothetical protein
NOLKDBPD_00654	CDS	1098	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
NOLKDBPD_00655	CDS	684				hypothetical protein
NOLKDBPD_00656	CDS	1200	sbnD_2			Staphyloferrin B transporter
NOLKDBPD_00657	CDS	261	iraP			Anti-adapter protein IraP
NOLKDBPD_00658	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
NOLKDBPD_00659	CDS	318	psiF			Phosphate starvation-inducible protein PsiF
NOLKDBPD_00660	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NOLKDBPD_00661	CDS	459				hypothetical protein
NOLKDBPD_00662	CDS	711				hypothetical protein
NOLKDBPD_00663	CDS	534	aroL	2.7.1.71	COG0703	Shikimate kinase 2
NOLKDBPD_00664	CDS	192	yaiA			putative protein YaiA
NOLKDBPD_00665	CDS	666				hypothetical protein
NOLKDBPD_00666	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
NOLKDBPD_00667	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
NOLKDBPD_00668	CDS	915	mak_1	2.7.1.4	COG1940	Fructokinase
NOLKDBPD_00669	CDS	3138	sbcC		COG0419	Nuclease SbcCD subunit C
NOLKDBPD_00670	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
NOLKDBPD_00671	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
NOLKDBPD_00672	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
NOLKDBPD_00673	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
NOLKDBPD_00674	CDS	1374	proY_1		COG1113	Proline-specific permease ProY
NOLKDBPD_00675	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
NOLKDBPD_00676	CDS	903	yhaJ_2			HTH-type transcriptional regulator YhaJ
